codelettres	numero	categorie	compositeurs	oeuvres	interpretes	remarques
fil	6	film		James Bond 007	Roland Show et son orchestre	
fil	7	film	Williams, John	Star Wars	Los Angeles Philharmonic Orchestra, Subin Mehta	
fil	9	film	Serra, Eric	Subway		
fil	10	film	Cosma, Vladimir	Diva		
fil	11	film	Vangelis	Blade Runner		
fil	14	film	Nyman, Michael	Drowning by numbers		
fil	15	film		The Blues Brothers		
fil	16	film		The Commitments		
fil	17	film		The Indian Runner		
fil	18	film		Easy Rider	Jimi Hendrix Experience, The Smiths...	
fil	19	film		Bis ans Ende der Welt	REM, Neneh Cherry, Depeche Mode...	
fil	21	film		Good Morning Vietnam	The Beach Boys, James Brown, Louis Armstrong...	
fil	23	film	Ton-That, Tiêt	L'Odeur de la Papaye Verte		
fil	24	film		Flashdance	Irene Cara...	
fil	13	film	Serra, Eric	Le Grand Bleu		2 CD
fil	25	film	Nyman, Michael	La Leçon de Piano		
fil	26	film	Delerue, Georges	Dien Bien Phu		
fil	22	film	Delerue, Georges	Best Original Film Music Scores vol.2		
fil	44	film	Goldsmith, Jeremy	Basic Instinct		
fil	27	film	Menken, Alan	Aladdin		
fil	28	film		L'insoutenable légèreté de l'être		
fil	29	film	Bregovic, Goran	Arizona Dream		
fil	30	film		Les valeurs de la famille Adams		
fil	31	film	Lully, Couperin, Savall	Tous les matins du monde		
fil	32	film	Sakamoto, Ruychi	Talons Aiguilles		
fil	35	film	Legrand,Michel	Les Demoiselles de Rochefort		
fil	36	film	Davis, Miles	Ascenseur pour l'échafaud		
fil	37	film		Bagdad Cafe		
fil	39	film	D'Alessio, Carlos	Delicatessen		
fil	40	film	Nyman, Michael	Prospero's Books		
fil	41	film	Joplin, Scott	The Sting (The Entertainer)		
fil	38	film	Rota, Nino	Huit et demi		
fil	42	film	Jarre, Maurice	Gorilles dans la brume, Liaison fatale, Le cercle des poètes disparus, La route des Indes	Royal Philharmonic Orchestra at Abbey Road	
fil	58	film	Williams, John	La liste de Schindler		
fil	55	film	Doyle, Patrick	Much ado about nothing		
fil	46	film		Cine dancing/ American gigolo, Pretty woman, Fame, Footlose, 9 semaines 1/2, Top gun	divers	
fil	52	film	Silvestri, Alan	Forrest Gump		
fil	63	film	Khemya, Al	Taxi 2 (One Shot)		
fil	47	film	Williams, John	Indiana Jones and the Last Crusade		
fil	51	film	divers	Pulp Fiction		
fil	43	film		Dirty Dancing	divers (Patrick Swayze...)	
fil	45	film	Morricone, Ennio	Italian Westerns/ For a few dollars more, Once upon a time in the west		
jar	3	jazz	Jarrett, Keith	The Melody At Night With You		
meh	1	jazz	Mehldau, Brad	The Art of the Trio, vol 1	Brad Mehldau, Jorge Rossy, Larry Grenadier	
sce	3	classique	Scelsi, Giacinto	oeuvre intégrale pour choeur et orchestre philharmonique	Orchestre et choeur de la radiotélévision de Cracovie - Jürg Wyttenbach	coffret 3 CD
bee	6	classique	Beethoven, Ludwig von	les Quatuors à cordes n° 11 à 17	le Quatuor Hongrois	coffret 3 CD
bou	2	classique	Boulez, Pierre	sonates pour piano n°1,2,3	Herbert Henck	
pur	3	classique	Purcell, Henry	le Roi Arthur	choeur Monteverdi- John Eliot Gardiner	2 CD
pou	4	opera	Poulenc, Francis	Dialogues des Carmélites	Denise Duval - Régine Crespin - Liliane Berthon - orchestre et choeurs du Théâtre National de l'Opéra de Paris - Pierre Dervaux	
pro	11	classique	Prokofiev, Serge	Roméo et Juliette	Boston Symphony Orchestra - Seiji Ozawa	coffret 2 CD
pro	12	opera	Prokofiev, Serge	l'Amour des 3 oranges	choeurs et orchestre de l'Opéra de Lyon - Kent Nagano	
pon	1	opera	Ponchielli, Amilcare	La Gionconda	Caballé - Pavarotti - Baltsa - Milnes - Ghiaurov - Bartoletti	
puc	1	opera	Puccini, Giacomo	Turandot	Sutherland - Pavarotti- Caballé - Ghiaurov - Krause - Pears - London Philharmonic Orchestra - Zubin Mehta	
puc	2	opera	Puccini, Giacomo	Tosca	Caballé - Carreras- Wixel - Choeur et Orchestre de la Royal Opera House - Sir Colin Davis	2 CD
puc	3	opera	Puccini, Giacomo	la Bohème	Freni - Pavarotti - Harwood- Panerai - Maffeo - Ghiaurov - Berliner Philharmoniker - Karajan	coffret : 2 CD + livret 
puc	5	opera	Puccini, Giacomo	Madame Butterfly	Freni - Pavarotti - Ludwig - Kerns - Wiener Philharmoniker - Karajan	
puc	6	opera	Puccini, Giacomo	Manon Lescaut	Maria Callas - Fioravanti - Stefano - choeur et orchestre de la Scala de Milan - Tullio Serafin	coffret 2 CD +livret
puc	7	opera	Puccini, Giacomo	extraits en français de Tosca, la Bohème, Madame Butterfly	Luis Mariano - Régine Crespin ...	2 CD
rac	22	opera	Rachmaninov, Serge	Aleko	Leiferkus - guleghina - Levinsky - Kotscherga - von Otter - Gothenburg Symphony Orchestra - Neeme Järvi	
rac	23	opera	Rachmaninov, Serge	The Miserly Knight	Aleksashkin - larin - Chernov - Caley - Kotscherga - Gothenburg Symphony Orchestra - Neeme Järvi	
rac	24	opera	Rachmaninov, Serge	Francesca da Rimini	Guleghina - Leiferkus - Larin - Aleksashkin - Levinsky - Gothenburg Symphony orchestra - Neeme Järvi	
ram	4	opera	Rameau, Jean-Philippe	Castor et Pollux	Souzay - Vandersteene - Scovotti - Lerer - Vilisech - Concentus musicus Wien - Harnoncourt	
ram	11	opera	Rameau, Jean-Philippe	Hippolyte et Aricie	Fouchécourt - Gens - Fink - Smythe - les musiciens du Louvre - Marc Minkowski	
rim	4	opera	Rimski-Korsakov, Nicolaï	Snégourotchka	Solistes, choeurs et orchestre symphonique de la radiotélévision d'Urss - Vladimir Fédossiev	
ross	1	opera	Rossi, Luigi	Orphée	Mellon - Zanetti - Piau - les arts florissants - William Christie	
ros	2	opera	Rossini, Gioachino	le Voyage à Reims	Ricciarelli - Terrani - Cuberli - Gasdia - Prague Philharmonic Chorus - The Chamber orchestra of Europe - Claudio Abbado	
ros	3	opera	Rossini, Gioachino	le Barbier de Séville	Allen - Baltsa - Araiza - academy of St Martin in the Fields - Neville Marriner	3 CD, le livret manque
ros	5	opera	Rossini, Gioachino	La Cenerentola	Berganza - Alva - Capecchi- Montarsolo - London Symphony orchestra - Claudio Abbado	
ros	6	opera	Rossini, Gioachino	Guillaume Tell	Milnes - Pavarotti - Freni - Ghiaurov - National Philharmonic orchestra - Chailly	
ros	7	opera	Rossini, Gioachino	la dame du lac	Ricciarelli - Terrani - Gonzales - Raffanti - Ramey - the Chamber orchestra of Europe - Maurizio Pollini	
ros	8	opera	Rossini, Gioachino	l'Italienne en Algérie	Baltsa - Raimondi - Dara - Lopardo - Wiener Philharmoniker - Claudio Abbado	
sch	23	opera	Schubert, Franz	Fierrabras	Protschka - Mattila - Studer - Gambill - The Chamber Orchestra of Europe - Claudio Abbado	
sme	3	opera	Smetana, Bedrich	la Fiancée Vendue	Stratas - Kollo - Berry - Malta - Jaroslav Kromholc	
bern	2	opera	Bernstein, Leonard	West Side Story	Te Kanawa, Carreras, Troyanos, Bernstein	
fil	33	film		Grease		
fil	48	film		Grease 2		
fil	50	film		Fame		
fil	54	film	Preisner, Zbigniew	Trois couleurs/ BLEU		
fil	56	film	Ryuichi Sakamoto, David Byrne 	Le dernier empereur		
fil	53	film	Serra, Eric	Léon		
fil	57	film	Diamond, Johnathan	Johnathan Livingstone le goéland		
fil	59	film	Morricone, Ennio	La mission 		
fil	60	film	Hyman, Dick	Tout le monde dit "I love you"		
fil	61	film	Bregovic, Goran	Underground		
fil	4	film	Morricone, Ennio	Il était une fois Ennio Morricone, vol.1		2cds
fil	5	film	Hooper, Nellee	Romeo & Juliet		
rst	7	opera	Strauss, Richard	Der Rosenkavalier	Régine Crespin, Yvonne Minton, Manfred Jungwirth, Helen Donath - Wiener Philharmoniker, Sir Georg Solti	3 CDs + livret
rst	8	opera	Strauss, Richard	Salomé	Behrens, Böhm, Baltsa, Van Dam, Ochman - Wiener Philharmoniker, Herbert von Karajan	2 CDs + livret séparé
rst	9	opera	Strauss, Richard	Elektra	Nilsson, Resnik, Collier, Stolze, Krause - Wiener Philharmoniker, Sir Georg Solti	2 CDs + livret
rst	12	opera	Strauss, Richard	Ariadne auf Naxos	Schwarzkopf, Streich, Seefried, Schock, Prey, Dönch, Unger - Philharmonia Orchestra, Herbert von Karajan	2 CDs
ver	18	opera	Verdi, Giuseppe	Rigoletto. La Traviata. Othello. Chantés en français	Divers orchsestres français	2 CD
ver	12	opera	Verdi, Giuseppe	La Forza Del Destino		2 CDs
ver	19	opera	Verdi, Giuseppe	Otello	Del Monaco, Tebaldi, Karajan	2 CDs
ver	11	opera	Verdi, Giuseppe	Aida	Maria Callas, La Scala, Serafin	
str	12	opera	Stravinsky, Igor	The Rake's Progress	London Sinfonietta Chorus, London Sinfonietta, Riccoardo Chailly.	Coffret 2CD + livret
str	21	opera	Stravinsky, Igor	The Rake's Progress	The Sadler's Wells Opera Chorus, Royal Philarmonic Orchestra, Igor Stravinsky.	2CD + livret. Manque le coffret.
tch	35	opera	Tchaikovski	Eugene Onegin	John Alldis Choir, Orchestra of the Royal Opera House, Sir Georg Solti	2CD
tch	17	opera	Tchaikovski	La Belle au bois dormant	Concertgebouw orchestra, Antal Dorati	Coffret 3CD
tch	12	opera	Tchaikovski	La Dame de Pique	Choeurs et Orchestre du Bolchoï, Mark Ermler	3CD +livret
tch	24	opera	Tchaikovski	La Dame de Pique	Svetoslav Obretenov Bulgarian National Chorus, Gouslarche Boy's Chorus, Sofia festival orchestra, Emil Tchakarov	Coffret 3CD + livret
tch	11	classique	Tchaikovski	Casse-Noisette - Eugene Onegin(extrait)	Berliner Philarmoniker, Semyon Bychkov	Coffret 2CD
ver	4	opera	Verdi, Giuseppe	Don Carlos	Choeur et orchestre du théâtre la Scalla, Claudio Abbado	Coffret 4CD + livret
ver	7	opera	Verdi, Giuseppe	Rigoletto	Wiener Staatsopernchor, Wiener Philharmoniker, Carlo Maria Giulini	Coffret 2CD + livret - Boitier endommagé
ver	21	opera	Verdi, Giuseppe	La force du destin	Choeur et orchestre de la Scalla, Riccardo Muti	Coffret 3CD + livret
ver	13	opera	Verdi, Giuseppe	Un ballo in Maschera	Chorus of the Royal Opera House, New Philharmonia Orchestra, Riccardo Muti	2CD, boitier endommagé
ver	1	opera	Verdi, Giuseppe	Falstaff	Los Angeles Master Chorale, Los Angeles Philharmonic orchestra, Carlo Maria Giulini	Coffret 2CD + livret
ver	10	opera	Verdi, Giuseppe	Simon Boccanegra	Choeur et orchestre de la Scalla, Claudio Abbado	Coffret 2CD + livret
ver	5	opera	Verdi, Giuseppe	Nabucco	Choeur et orchestre de l'opéra allemand, Giuseppe Sinopoli de Berlin	Coffret 2CD + livret
rst	6	opera	Strauss, Richard	La femme sans ombre	Nilsson, Rysanek, Hesse, King, Berry - Chor und Orchester der Wiener Staatsoper, Karl Böhm	3 CDs + livret
rst	15	opera	Strauss, Richard	Le cavalier à la rose	Reining, Weber, Jurinac, Gueden - Wiener Philharmoniker, Erich Kleiber	3 CDs + livret
wag	12	opera	Wagner, Richard	Lohengrin	Thomas, Grümmer, Fischer-Dieskau, Frick, Wiener - Wiener Staatsopernchor, Wiener Philharmoniker, Rudolf Kempe	3 CDs + livret
wag	7	opera	Wagner, Richard	Le crépuscule des dieux	Wiener Staatsopernchor - Wiener Philharmoniker, Sir Georg Solti	4 CDs + livret
wag	9	opera	Wagner, Richard	Der Meistersinger von Nürnberg	Bailey, Kollo, Bode, Hamari, Weikl, Moll - Wiener Philharmoniker, Sir Georg Solti	4 CDs + livret
wag	10	opera	Wagner, Richard	Le Vaisseau fantôme	José van Dam, Dunja Vejzovic, Kurt Moll, Peter Hofmann - Choeurs de l'opéra de Vienne, Orchestre philharmonique de Berlin, Herbert von Karajan	3 CDs + livret
wag	18	opera	Wagner, Richard	Les Introuvables du chant wagnerien	Interprètes variés	4 Cds + livret
wag	5	opera	Wagner, Richard	Siegfried	Bayreuther Festspiele, Karl Böhm	4 CDs + livret
zimm	3	opera	Zimmermann, Bernd Alois	Die Soldaten	Chor und Orchester des Staatstheaters Stuttgart, Bernhard Kontarsky	2 CDs + livret
web	2	opera	Weber, Carl Maria von	Der Freischütz	Hildegard Behrens, René Kollo - Chor und Sinfonieorchester des Bayerischen Rundfunks, Rafael Kubelik	2 CDs + livret
wag	24	opera	Wagner, Richard	Tristan et Yseult	Ludwig Suthaus, Kirsten Flagstad - Philharmonia Orchestra, Wilhelm Furtwängler	4 CDs + livret
wag	4	opera	Wagner, Richard	Tannhäuser	René Kollo, Christa Ludwig, Hans Sotin, Helga Dernesch - Wiener Staatsopernchor & Philharmoniker, Sir Georg Solti	3 CDs + livret
wag	2	opera	Wagner, Richard	Parsifal	Hofmann, Vejzovic, Moll, van Dam, Nimsgern, von Halem - Chor der Deutschen Oper Berlin, Berliner Philharmoniker, Herbert von Karajan	4 CDs + livret
wag	19	opera	Wagner, Richard	Lohengrin	Windgassen, Steber, Varnay, Uhde, Greindl - Chor und Orchester der Bayreuther Festspiele, Joseph Keilberth	4 CDs + livret
wag	11	opera	Wagner, Richard	Tristan et Yseult	Margaret Price, René Kollo, Brigitte Fassbaender, Dietrich Fischer-Dieskau, Kurt Moll - Staatskapelle Dresden, Carlos Kleiber	4 CDs + livret
wag	25	opera	Wagner, Richard	Tannhäuser	Placido Domingo, Cheryl Studer, Agnes Baltsa, Matti Salminen, Andreas Schmidt - Chorus of the Royal Opera House, Philharmonia Orchestra, Giuseppe Sinopoli	3 CDs + livret 
wag	20	opera	Wagner, Richard	Parsifal	Windgassen, Mödl, Weber, London, Uhde, wan Mill - Chor und Orchester der Bayreuther Festspiele, Hans Knappertsbusch	4 CDs + livret
wag	23	opera	Wagner, Richard	Rienzi	Studer, Kollo, Janssen, Rootering - Chor der Bayerischen Staatsoper, Bayerisches Staatsorchester, Wolfgang Sawallisch	Coffret 3 CDs
wag	3	opera	Wagner, Richard	L'or du Rhin	Orchester der Bayreuther Festspiele, Karl Böhm	2 CDs + livret
frnd	1	varietes	Fernandez, Ninda			
frr	1	varietes	Ferrer, Nino	Satanée Mirza!...		
foly	1	varietes	Foly, Liane	Les petites notes		
for	1	varietes	Le Forestier, Maxime	Maxime Le Forestier		
for	2	varietes	Le Forestier, Maxime	After Shave		
for	4	varietes	Le Forestier, Maxime	Bataclan 1989		
freh	1	varietes	Fréhel			
fug	1	varietes	Fugain, Michel	Sucré-salé		
gai	1	varietes	Gainsbourg	1958 - 25 ans -1983		
gai	2	varietes	Gainsbourg	Mon légionnaire		
gai	4	varietes	Gainsbourg	Charlotte for ever	Charlotte Gainsbourg	
gai	5	varietes	Gainsbourg	de Gainsbourg à Gainsbarre		2 CD
gai	6	varietes	Gainsbourg	Le poinçonneur des lilas		
gai	8	varietes	Gainsbourg	Couleur Café		
gai	10	varietes	Gainsbourg	Je t'aime... moi non plus		
gai	11	varietes	Gainsbourg	Je suis venu te dire que je m'en vais		
gai	3	varietes	Gainsbourg	Compilation		2 CD. Boîtier à remplacer...
gai	14	varietes	Gainsbourg	Anna		
gai	15	varietes	Gainsbourg	Comic strip		
gai	16	varietes	Gainsbourg	Du jazz dans le ravin		
gai	17	varietes	Gainsbourg	Couleur Café		
fgal	1	varietes	Gall, France	Les plus belles chansons de France Gall		
galw	1	varietes	Galway, James	Belle-île-en-mer		
gold	1	varietes	Gold	Capitaine abandonné		
golm	1	varietes	Goldman, Jean-Jacques	Jean-Jacques Goldman en public, volumes 1 et 2		2 CD
golm	2	varietes	Goldman, Jean-Jacques	Taï-Phong		
golm	3	varietes	Goldman, Jean-Jacques	Singulier		
grec	1	varietes	Greco, Juliette			
trad	2	tradi		Best of Latin America		
trad	8	tradi		Les plus grands moments Country		2 CD
hal	1	varietes	Halliday, Johnny	L'envie		
hal	2	varietes	Halliday, Johnny	Souvenirs... souvenirs		
hal	3	varietes	Halliday, Johnny	Le pénitencier		
hard	1	varietes	Hardy, Françoise	Les grands succès de Françoise Hardy		
hard	2	varietes	Hardy, Françoise	All over the world		
hard	3	varietes	Hardy, Françoise	Blues 1962/1993		
fil	8	film	Herrmann, Bernard	Salonen, L'homme qui en savait trop, Fahrenheit 451, Taxi Driver	Los Angeles Philharmonic Orchestra 	
hig	1	varietes	Higelin, Jacques	Compilation		
hig	2	varietes	Higelin, Jacques	Champagne pour tout le monde		
hig	3	varietes	Higelin, Jacques	Illicite		
ilet	1	varietes	Il était une fois	Les plus belles fois		
inc	1	varietes	Les inconnus	Au secours, tout va mieux (sketches)		
inc	2	varietes	Les inconnus	Bouleversifiant! (chansons)		Boîtier cassé
trad	3	tradi		Flûtes et Harpes indiennes		
trad	4	tradi	Yupanqui, Atahualpa	30 ans de chansons		
trad	5	tradi	Narayan, Ram			musique indienne
call	2	interprete	divers	Callas à Paris 1	Callas, Maria	
call	3	interprete	divers	Callas à Paris 2	Callas, Maria	
call	4	interprete	Cherubini, Spontini, Bellini	Callas à la Scala	Callas, Maria	
call	6	interprete	Donizetti, Thomas, Bellini	Scènes de la folie	Callas, Maria	
call	7	interprete	Verdi	Verdi - Airs 1	Callas, Maria	
call	9	interprete	Verdi	Verdi - Airs 3	Callas, Maria	
call	10	interprete	Puccini	Puccini : Airs	Callas, Maria	
call	1	interprete	Rossini, Donizetti	divers	Callas, Maria	
indo	2	varietes	Indochine	L'aventurier		
inno	1	varietes	Innocents, Les	Fous à lier		
inno	2	varietes	Innocents, Les	post-partum		
jac	1	varietes	les Frères Jacques			
jarr	1	varietes	Jarre, Jean-Michel	The essential		
jarr	2	varietes	Jarre, Jean-Michel	Oxygène		
jarr	3	varietes	Jarre, Jean-Michel	Zoolook		
jarr	4	varietes	Jarre, Jean-Michel	Equinoxe		
jarr	5	varietes	Jarre, Jean-Michel	Les champs magnétiques		
jarr	6	varietes	Jarre, Jean-Michel	Chronologie		
jbk	1	varietes	Birkin, Jane	Quoi, Ex-fan des sixties...		
jbk	2	varietes	Birkin, Jane	Lost song		
jon	1	varietes	Jonasz, Michel	Tristesse		
kaa	1	varietes	Kaas, Patricia	Mademoiselle chante...		
kaa	2	varietes	Kaas, Patricia	Je te dis vous		Manque le livret
kad	1	varietes	Kader, Cheb	Génération raï		
kha	1	varietes	Khaled	Khaled		
kha	2	varietes	Khaled	Sahra		
ken	1	varietes	Kent	Nouba		
krav	1	varietes	Kravitz, Lenny	Circus		
lap	1	varietes	Lapointe, Bobby	Comprend qui peut		
lah	1	varietes	Lahaye, Jean-Luc	Débarquez-moi		
lal	1	varietes	Lalanne, Francis	Coup de foudre		
lau	1	varietes	Laure, Carole	Western shadows		
dvo	10	classique	Dvorak - Schubert	Concerto pour piano - Fantaisie "wanderer"	Bayerisches Staatsorchester, carlos Kleibert - Sviatoslav Richter	
lav	1	varietes	Lavilliers, Bernard	Voleur de feu		
lha	1	varietes	Lhasa	La Llorona		
lili	1	varietes	Lilicub	Lilicub		
lecl	1	varietes	Leclerc, Félix	Le p'tit bonheur		
leg	2	jazz	Legrand, Michel	16 titres		
lem	1	varietes	Lemercier, valérie	Valérie Lemercier chante		
leo	1	varietes	Léonard, Herbert	Mon coeur et ma maison		
litr	1	varietes	Little rabbits	Dans les faux puits rouges et gris		
fil	12	film	divers	Little voice		
lur	1	varietes	Le Luron, Thierry	de De Gaulle à Mitterrand		
mad	1	varietes	Madness	Zarjazz		
mari	1	varietes	Mariano, Luis			
mali	1	varietes	Malicorne			
mau	1	varietes	Maurane			
meng	1	varietes	Mengo, Art	un 15 août en février		
mcs	1	varietes	MC Solar	Prose combat		
mig	1	varietes	Miguel, Luis	Nada es igual...		
mili	1	mili	Musique militaire	La légion étrangère		
mili	2	mili	Musique militaire	Les marches napoléoniennes		
mili	3	mili	Musique militaire	The world of military bands		
mill	1	varietes	Milla, Roger	Saga Africa		
mitc	1	varietes	Mitchell, Eddy	Tout Eddy Mitchell		2 CD
morj	1	varietes	Moreau,Jeanne			
mond	1	varietes	Mondano, Paul	Mado		
mony	1	varietes	Montand, Yves	montand d'hier et d'aujourd'hui		
mony	2	varietes	Montand, Yves	Olympia 81		
mony	3	varietes	Montand, Yves	Best of		2 CD
monr	1	varietes	Monroe, Marylin	Marylin		
mji	1	varietes	Mouloudji	One hour with Mouloudji		
mji	2	varietes	Mouloudji	Un jour tu verras		
mok	1	varietes	Mouskouri, Nana	Je chante avec toi Liberté		
mous	1	varietes	Moustaki, Georges	Espace et temps		
mous	2	varietes	Moustaki, Georges	Succès...		
mur	1	varietes	Murat, Jean-Louis	Cheyenne autumn		
trad	6	tradi	Langa-Langa, Zaiko	Nippon Banzaï		
trad	7	anc	Shankar, Lakshmi	Chants de dévotion		
trad	9	tradi	Bouffard, Patrick	Musiques pour vielle à roue en Auvergne et Bourbonnais		
kha	3	varietes	Khaled, Cheb	Kutché	Cheb Khaled, Safy Boutella	
nia	1	varietes	Niagara	Quel enfer!		
noah	1	varietes	Noah, Yannick	Black & what!		
nou	1	varietes	Nougaro, Claude	Récréation		
nou	3	varietes	Nougaro, Claude	Pacifique		
nou	4	varietes	Nougaro, Claude	Cadencé		
nou	5	varietes	Nougaro, Claude	Tu verras		
nou	6	varietes	Nougaro, Claude	Armé d'amour		
nou	7	varietes	Nougaro, Claude	Toulouse		
nou	8	varietes	Nougaro, Claude	Le jazz et la java		
obis	1	varietes	Obispo, Pascal	Plus que tout au monde		
oge	1	varietes	Ogeret	Aragon		
oge	2	varietes	Ogeret	Chansons "contre"		
orph	1	varietes	Orphéon	Célesta		
orye	1	varietes	Oryema, Geoffrey	Exile		
silv	1	interprete	Clarke, Gervaise, Martini, Pepush, Bach, Delalande, Purcell, Haendel, Charpentier, Telemann	Diverses oeuvres à la trompette	Silvant, Bernard	
tcp	1	interprete	Taïra, Moëne, Xenakis, Ton-That, Ibarrondo	Divers trios	Trio à cordes de Paris	
bros	1	classique	de Brossard, Sébastien	Cantiques Sacrez	Rime, Fouchecourt, Honeyman, Deletre - Le Parlement de Musique, Martin Gester	
trad	10	tradi		Pieces of Africa	Kronos Quartet	
trad	11	anc		Millénaire du baptême de la Russie	Choeur de l'église orthodoxe russe	
trad	12	anc			Les moines de Zagorsk	
trad	13	anc		Musique orthodoxe russe	Prêtres et choeur du monastère Saint Serge de la Trinité - Zagorsk	
coge	6	interprete	Verdi - Schubert	Verdi : Requiem - Schubert : Stabat Mater	Choeur et Orchestre des Grandes Ecoles	Coffret 2 CDs
gri	5	classique	Grieg, Edvard	Haugtussa - 14 Songs	Edwin McArthrur, Kirsten Flagstad	
fis	3	interprete	Schubert - Schumann	Lieder aus "Schwanengesang" (Schubert) - Dichterliebe op.48 (Schumann)	Fischer-Dieskau, Dietrich	
fis	2	interprete	Carl Philipp Emanuel Bach - Zelter - Beethoven - Wagner - Hummel	divers	Fischer-Dieskau, Dietrich	
fis	4	interprete	Schubert	divers	Fischer-Dieskau, Dietrich	
fis	5	interprete	Brahms	divers	Fischer-Dieskau, Dietrich	
fis	6	interprete	Schumann	Lieder op.35 et op.39	Fischer-Dieskau, Dietrich	
